mapping_type    icdo_code_mix   icdo_label_mix    ncit_id ncit_label  icdom_id    icdom_label icdot_id    icdot_label pgx_sample_example  pgx_example_link  pgx_sample_count
pgx code mix	icdom-83353~icdot-C73.9	Follicular carcinoma, minimally invasive (Thyroid gland)	NCIT:C8054	Thyroid gland follicular carcinoma	pgx:icdom-83353	Follicular carcinoma, minimally invasive	pgx:icdot-C73.9	Thyroid gland	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvksw7	4
primary ICD-O M	icdom-83360	Hyalinizing trabecular adenoma	NCIT:C6846	Thyroid Gland Hyalinizing Trabecular Tumor			pgx:icdom-83360	Hyalinizing trabecular adenoma			0
primary ICD-O M	icdom-83373	Insular carcinoma	NCIT:C6040	Poorly Differentiated Thyroid Gland Carcinoma			pgx:icdom-83373	Insular carcinoma			144
pgx code mix	icdom-83373~icdot-C73.9	Insular carcinoma (Thyroid gland)	NCIT:C6040	Poorly Differentiated Thyroid Carcinoma	pgx:icdom-83373	Insular carcinoma	pgx:icdot-C73.9	Thyroid gland	Poorly Differentiated Thyroid Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvld9w	144
primary ICD-O M	icdom-83403	Papillary carcinoma, follicular variant					pgx:icdom-83403	Papillary carcinoma, follicular variant			112
pgx code mix	icdom-83403~icdot-C73.9	Papillary carcinoma, follicular variant (Thyroid gland)	NCIT:C126594	Follicular Variant Thyroid Gland Papillary Carcinoma	pgx:icdom-83403	Papillary carcinoma, follicular variant	pgx:icdot-C73.9	Thyroid gland	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi9s4	112
primary ICD-O M	icdom-83413	Papillary microcarcinoma					pgx:icdom-83413	Papillary microcarcinoma			0
primary ICD-O M	icdom-83423	Papillary carcinoma, oxyphilic cell					pgx:icdom-83423	Papillary carcinoma, oxyphilic cell			0
primary ICD-O M	icdom-83433	Papillary carcinoma, encapsulated					pgx:icdom-83433	Papillary carcinoma, encapsulated			0
primary ICD-O M	icdom-83443	Papillary carcinoma, columnar cell	NCIT:C35830	Columnar Cell Variant Thyroid Gland Papillary Carcinoma			pgx:icdom-83443	Papillary carcinoma, columnar cell			37
pgx code mix	icdom-83443~icdot-C73.9	Papillary carcinoma, columnar cell (Thyroid gland)	NCIT:C35830	Columnar Cell Variant Thyroid Gland Papillary Carcinoma	pgx:icdom-83443	Papillary carcinoma, columnar cell	pgx:icdot-C73.9	Thyroid gland	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi9po	37
primary ICD-O M	icdom-83453	Medullary carcinoma with amyloid stroma	NCIT:C4193	Thyroid Gland Medullary Carcinoma with Amyloid Stroma			pgx:icdom-83453	Medullary carcinoma with amyloid stroma			20
pgx code mix	icdom-83453~icdot-C73.9	Medullary carcinoma with amyloid stroma (Thyroid gland)	NCIT:C3879	Thyroid Gland Medullary Carcinoma	pgx:icdom-83453	Medullary carcinoma with amyloid stroma	pgx:icdot-C73.9	Thyroid gland	Medullary Thyroid Cancer	https://progenetix.org/services/ids/pgxbs-kftvl9rt	20
primary ICD-O M	icdom-83463	Mixed medullary-follicular carcinoma					pgx:icdom-83463	Mixed medullary-follicular carcinoma			0
primary ICD-O M	icdom-83473	Mixed medullary-papillary carcinoma					pgx:icdom-83473	Mixed medullary-papillary carcinoma			0
primary ICD-O M	icdom-83503	Nonencapsulated sclerosing carcinoma	NCIT:C7427	Thyroid Gland Diffuse Sclerosing Papillary Carcinoma			pgx:icdom-83503	Nonencapsulated sclerosing carcinoma			4
pgx code mix	icdom-83503~icdot-C73.9	Nonencapsulated sclerosing carcinoma (Thyroid gland)	NCIT:C7427	Thyroid Gland Diffuse Sclerosing Papillary Carcinoma	pgx:icdom-83503	Nonencapsulated sclerosing carcinoma	pgx:icdot-C73.9	Thyroid gland	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi5qe	4
primary ICD-O M	icdom-83601	Multiple endocrine adenomas	NCIT:C6432	Multiple Endocrine Neoplasia			pgx:icdom-83601	Multiple endocrine adenomas			0
primary ICD-O M	icdom-83610	Juxtaglomerular tumor	NCIT:C4162	Juxtaglomerular Cell Tumor			pgx:icdom-83610	Juxtaglomerular tumor			2
pgx code mix	icdom-83610~icdot-C64.9	Juxtaglomerular tumor (Kidney, NOS)	NCIT:C4162	Juxtaglomerular Cell Tumor	pgx:icdom-83610	Juxtaglomerular tumor	pgx:icdot-C64.9	Kidney, NOS	Juxtaglomerular cell tumors [JGCT, reninoma]	https://progenetix.org/services/ids/pgxbs-kftvh1a7	2
primary ICD-O M	icdom-83700	Adrenal cortical adenoma, NOS	NCIT:C9003	Adrenal Cortex Adenoma			pgx:icdom-83700	Adrenal cortical adenoma, NOS			57
pgx code mix	icdom-83700~icdot-C74.0	Adrenal cortical adenoma, NOS (Cortex of adrenal gland)	NCIT:C9003	Adrenal Cortex Adenoma	pgx:icdom-83700	Adrenal cortical adenoma, NOS	pgx:icdot-C74.0	Cortex of adrenal gland	Adrenocortical Adenoma	https://progenetix.org/services/ids/pgxbs-kftvl2zm	57
primary ICD-O M	icdom-83703	Adrenal cortical carcinoma	NCIT:C9325	Adrenal Cortex Carcinoma			pgx:icdom-83703	Adrenal cortical carcinoma			307
pgx code mix	icdom-83703~icdot-C74.0	Adrenal cortical carcinoma (Cortex of adrenal gland)	NCIT:C9325	Adrenal Cortex Carcinoma	pgx:icdom-83703	Adrenal cortical carcinoma	pgx:icdot-C74.0	Cortex of adrenal gland	Adrenocortical Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvl8lz	306
pgx code mix	icdom-83703~icdot-C74.9	Adrenal cortical carcinoma (Adrenal gland, NOS)	NCIT:C9325	Adrenal Cortex Carcinoma	pgx:icdom-83703	Adrenal cortical carcinoma	pgx:icdot-C74.9	Adrenal gland, NOS	Adrenal cortex carcinoma [cell line SW13]	https://progenetix.org/services/ids/pgxbs-kftvj3po	1
primary ICD-O M	icdom-83710	Adrenal cortical adenoma, compact cell	NCIT:C4163	Adrenal Cortex Compact Cell Adenoma			pgx:icdom-83710	Adrenal cortical adenoma, compact cell			0
primary ICD-O M	icdom-83720	Adrenal cortical adenoma, pigmented	NCIT:C4164	Pigmented Adrenal Cortex Adenoma			pgx:icdom-83720	Adrenal cortical adenoma, pigmented			0
primary ICD-O M	icdom-83730	Adrenal cortical adenoma, clear cell	NCIT:C4165	Adrenal Cortex Clear Cell Adenoma			pgx:icdom-83730	Adrenal cortical adenoma, clear cell			0
primary ICD-O M	icdom-83740	Adrenal cortical adenoma, glomerulosa cell	NCIT:C4166	Adrenal Cortex Glomerulosa Cell Adenoma			pgx:icdom-83740	Adrenal cortical adenoma, glomerulosa cell			0
primary ICD-O M	icdom-83750	Adrenal cortical adenoma, mixed cell	NCIT:C4167	Adrenal Cortex Mixed Cell Adenoma			pgx:icdom-83750	Adrenal cortical adenoma, mixed cell			0
primary ICD-O M	icdom-83800	Endometrioid adenoma, NOS					pgx:icdom-83800	Endometrioid adenoma, NOS			7
pgx code mix	icdom-83800~icdot-C56.9	Endometrioid adenoma, NOS (Ovary)	NCIT:C2855	Adenoma	pgx:icdom-83800	Endometrioid adenoma, NOS	pgx:icdot-C56.9	Ovary	Ovarian endometrioid adenocarcinoma [cell line TOV-112D]	https://progenetix.org/services/ids/pgxbs-kftvju47	7
primary ICD-O M	icdom-83801	Endometrioid adenoma, borderline malignancy	NCIT:C7983	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor			pgx:icdom-83801	Endometrioid adenoma, borderline malignancy			37
pgx code mix	icdom-83801~icdot-C55.9	Endometrioid adenoma, borderline malignancy (Uterus, NOS)	NCIT:C7983	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor	pgx:icdom-83801	Endometrioid adenoma, borderline malignancy	pgx:icdot-C55.9	Uterus, NOS	endometrial hyperplasia [marked atypia]	https://progenetix.org/services/ids/pgxbs-kftvhbu6	37
primary ICD-O M	icdom-83803	Endometrioid adenocarcinoma, NOS	NCIT:C3769	Endometrioid Adenocarcinoma			pgx:icdom-83803	Endometrioid adenocarcinoma, NOS			939
pgx code mix	icdom-83803~icdot-C53.0	Endometrioid adenocarcinoma, NOS (Endocervix)	NCIT:C3769	Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C53.0	Endocervix	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi02x	1
pgx code mix	icdom-83803~icdot-C53.9	Endometrioid adenocarcinoma, NOS (Cervix uteri)	NCIT:C3769	Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C53.9	Cervix uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhwiw	4
pgx code mix	icdom-83803~icdot-C53.9	Endometrioid adenocarcinoma, NOS (Cervix uteri)	NCIT:C6343	Cervical Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C53.9	Cervix uteri	Cervical Endometrioid Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvl8bi	1
pgx code mix	icdom-83803~icdot-C54.0	Endometrioid adenocarcinoma, NOS (Isthmus uteri)	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C54.0	Isthmus uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvht7b	2
pgx code mix	icdom-83803~icdot-C54.1	Endometrioid adenocarcinoma, NOS (Endometrium)	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C54.1	Endometrium	Uterine Endometrioid Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvla8m	672
pgx code mix	icdom-83803~icdot-C54.1	Endometrioid adenocarcinoma, NOS (Endometrium)	NCIT:C6290	Endometrial endometrioid adenocarcinoma, variant with squamous differentiation	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C54.1	Endometrium	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvksk4	1
pgx code mix	icdom-83803~icdot-C54.3	Endometrioid adenocarcinoma, NOS (Fundus uteri)	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C54.3	Fundus uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi7ld	2
pgx code mix	icdom-83803~icdot-C54.9	Endometrioid adenocarcinoma, NOS (Corpus uteri)	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C54.9	Corpus uteri	Endometrioid adenocarcinoma, NOS	https://progenetix.org/services/ids/pgxbs-l08ahx17	10
pgx code mix	icdom-83803~icdot-C55.9	Endometrioid adenocarcinoma, NOS (Uterus, NOS)	NCIT:C6287	Endometrial Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C55.9	Uterus, NOS	endometrial adenocarcinoma [cell line SNG-M]	https://progenetix.org/services/ids/pgxbs-kftvj3kk	127
pgx code mix	icdom-83803~icdot-C56.9	Endometrioid adenocarcinoma, NOS (Ovary)	NCIT:C3769	Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	ovarian endometrioid adenocarcinoma [cell line OV-TRL-90T]	https://progenetix.org/services/ids/pgxbs-kftvjvg7	58
pgx code mix	icdom-83803~icdot-C56.9	Endometrioid adenocarcinoma, NOS (Ovary)	NCIT:C7979	Ovarian Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	Endometrioid Ovarian Cancer	https://progenetix.org/services/ids/pgxbs-kftvl76o	12
pgx code mix	icdom-83803~icdot-C57.9	Endometrioid adenocarcinoma, NOS (Female genital tract, NOS)	NCIT:C3769	Endometrioid Adenocarcinoma	pgx:icdom-83803	Endometrioid adenocarcinoma, NOS	pgx:icdot-C57.9	Female genital tract, NOS	Endometrial adenocarcinoma	https://progenetix.org/services/ids/pgxbs-kftvgl38	49
primary ICD-O M	icdom-83810	Endometrioid adenofibroma, NOS	NCIT:C27287	Ovarian Endometrioid Adenofibroma			pgx:icdom-83810	Endometrioid adenofibroma, NOS			0
primary ICD-O M	icdom-83811	Endometrioid adenofibroma, borderline malignancy	NCIT:C7983	Borderline Ovarian Endometrioid Tumor/Atypical Proliferative Ovarian Endometrioid Tumor			pgx:icdom-83811	Endometrioid adenofibroma, borderline malignancy			0
primary ICD-O M	icdom-83813	Endometrioid adenofibroma, malignant					pgx:icdom-83813	Endometrioid adenofibroma, malignant			0
primary ICD-O M	icdom-83823	Endometrioid adenocarcinoma, secretory variant	NCIT:C27839	Endometrial Endometrioid Adenocarcinoma, Secretory Variant			pgx:icdom-83823	Endometrioid adenocarcinoma, secretory variant			5
pgx code mix	icdom-83823~icdot-C54.1	Endometrioid adenocarcinoma, secretory variant (Endometrium)	NCIT:C27839	Endometrial Endometrioid Adenocarcinoma, Secretory Variant	pgx:icdom-83823	Endometrioid adenocarcinoma, secretory variant	pgx:icdot-C54.1	Endometrium	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhk8m	2
pgx code mix	icdom-83823~icdot-C55.9	Endometrioid adenocarcinoma, secretory variant (Uterus, NOS)	NCIT:C3769	Endometrioid Adenocarcinoma	pgx:icdom-83823	Endometrioid adenocarcinoma, secretory variant	pgx:icdot-C55.9	Uterus, NOS	Endometrial adenocarcinoma [cell line HEC-1]	https://progenetix.org/services/ids/pgxbs-kftvj3mj	3
primary ICD-O M	icdom-83833	Endometrioid adenocarcinoma, ciliated cell variant	NCIT:C27848	Endometrial Endometrioid Adenocarcinoma, Ciliated Variant			pgx:icdom-83833	Endometrioid adenocarcinoma, ciliated cell variant			0
primary ICD-O M	icdom-83843	Adenocarcinoma, endocervical type	NCIT:C66951	Adenocarcinoma, Endocervical Type			pgx:icdom-83843	Adenocarcinoma, endocervical type			35
pgx code mix	icdom-83843~icdot-C53.0	Adenocarcinoma, endocervical type (Endocervix)	NCIT:C66951	Adenocarcinoma, Endocervical Type	pgx:icdom-83843	Adenocarcinoma, endocervical type	pgx:icdot-C53.0	Endocervix	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi7ed	1
pgx code mix	icdom-83843~icdot-C53.9	Adenocarcinoma, endocervical type (Cervix uteri)	NCIT:C66951	Adenocarcinoma, Endocervical Type	pgx:icdom-83843	Adenocarcinoma, endocervical type	pgx:icdot-C53.9	Cervix uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi91e	34
primary ICD-O M	icdom-83900	Skin appendage adenoma	NCIT:C7580	Skin Appendage Adenoma			pgx:icdom-83900	Skin appendage adenoma			0
primary ICD-O M	icdom-83903	Skin appendage carcinoma	NCIT:C3775	Adnexal Carcinoma			pgx:icdom-83903	Skin appendage carcinoma			6
pgx code mix	icdom-83903~icdot-C44.9	Skin appendage carcinoma (Skin, NOS)	NCIT:C3775	Adnexal Carcinoma	pgx:icdom-83903	Skin appendage carcinoma	pgx:icdot-C44.9	Skin, NOS	Skin Adnexal Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvl7ym	6
primary ICD-O M	icdom-83910	Follicular fibroma	NCIT:C43331	Fibrofolliculoma			pgx:icdom-83910	Follicular fibroma			0
primary ICD-O M	icdom-83920	Syringofibroadenoma	NCIT:C43356	Syringofibroadenoma			pgx:icdom-83920	Syringofibroadenoma			0
primary ICD-O M	icdom-84000	Sweat gland adenoma	NCIT:C7560	Sweat Gland Adenoma			pgx:icdom-84000	Sweat gland adenoma			0
primary ICD-O M	icdom-84001	Sweat gland tumor, NOS	NCIT:C3398	Sweat Gland Neoplasm			pgx:icdom-84001	Sweat gland tumor, NOS			0
primary ICD-O M	icdom-84003	Sweat gland adenocarcinoma					pgx:icdom-84003	Sweat gland adenocarcinoma			4
pgx code mix	icdom-84003~icdot-C44.9	Sweat gland adenocarcinoma (Skin, NOS)	NCIT:C6938	Sweat Gland Carcinoma	pgx:icdom-84003	Sweat gland adenocarcinoma	pgx:icdot-C44.9	Skin, NOS	Sweat Gland Carcinoma/Apocrine Eccrine Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvl5pd	4
primary ICD-O M	icdom-84010	Apocrine adenoma	NCIT:C4168	Apocrine Adenoma			pgx:icdom-84010	Apocrine adenoma			0
primary ICD-O M	icdom-84013	Apocrine adenocarcinoma					pgx:icdom-84013	Apocrine adenocarcinoma			5
pgx code mix	icdom-84013~icdot-C50.9	Apocrine adenocarcinoma (Breast, NOS)	NCIT:C2852	Adenocarcinoma	pgx:icdom-84013	Apocrine adenocarcinoma	pgx:icdot-C50.9	Breast, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhy03	1
pgx code mix	icdom-84013~icdot-C50.9	Apocrine adenocarcinoma (Breast, NOS)	NCIT:C5141	Apocrine Breast Carcinoma	pgx:icdom-84013	Apocrine adenocarcinoma	pgx:icdot-C50.9	Breast, NOS	apocrine invasive ductal carcinoma	https://progenetix.org/services/ids/pgxbs-l08ahwxe	4
primary ICD-O M	icdom-84020	Nodular hidradenoma	NCIT:C7568	Nodular Hidradenoma			pgx:icdom-84020	Nodular hidradenoma			0
primary ICD-O M	icdom-84023	Nodular hidradenoma, malignant					pgx:icdom-84023	Nodular hidradenoma, malignant			0
primary ICD-O M	icdom-84030	Eccrine spiradenoma	NCIT:C4170	Spiradenoma			pgx:icdom-84030	Eccrine spiradenoma			0
primary ICD-O M	icdom-84033	Malignant eccrine spiradenoma	NCIT:C5117	Spiradenocarcinoma			pgx:icdom-84033	Malignant eccrine spiradenoma			0
primary ICD-O M	icdom-84040	Hidrocystoma	NCIT:C3760	Hidrocystoma			pgx:icdom-84040	Hidrocystoma			0
primary ICD-O M	icdom-84050	Papillary hidradenoma	NCIT:C4171	Papillary Hidradenoma			pgx:icdom-84050	Papillary hidradenoma			0
primary ICD-O M	icdom-84060	Papillary syringadenoma	NCIT:C4172	Syringocystadenoma Papilliferum			pgx:icdom-84060	Papillary syringadenoma			0
primary ICD-O M	icdom-84070	Syringoma, NOS	NCIT:C3761	Syringoma			pgx:icdom-84070	Syringoma, NOS			0
primary ICD-O M	icdom-84073	Sclerosing sweat duct carcinoma	NCIT:C7581	Microcystic Adnexal Carcinoma			pgx:icdom-84073	Sclerosing sweat duct carcinoma			0
primary ICD-O M	icdom-84080	Eccrine papillary adenoma	NCIT:C4173	Papillary Eccrine Adenoma			pgx:icdom-84080	Eccrine papillary adenoma			0
primary ICD-O M	icdom-84081	Aggressive digital papillary adenoma					pgx:icdom-84081	Aggressive digital papillary adenoma			0
primary ICD-O M	icdom-84083	Eccrine papillary adenocarcinoma	NCIT:C27534	Digital Papillary Eccrine Carcinoma			pgx:icdom-84083	Eccrine papillary adenocarcinoma			0
primary ICD-O M	icdom-84090	Eccrine poroma	NCIT:C27273	Poroma			pgx:icdom-84090	Eccrine poroma			0
primary ICD-O M	icdom-84093	Eccrine poroma, malignant	NCIT:C5560	Eccrine Porocarcinoma			pgx:icdom-84093	Eccrine poroma, malignant			0
primary ICD-O M	icdom-84100	Sebaceous adenoma	NCIT:C4174	Sebaceous Adenoma			pgx:icdom-84100	Sebaceous adenoma			0
primary ICD-O M	icdom-84103	Sebaceous adenocarcinoma	NCIT:C40310	Sebaceous Carcinoma			pgx:icdom-84103	Sebaceous adenocarcinoma			2
pgx code mix	icdom-84103~icdot-C44.9	Sebaceous adenocarcinoma (Skin, NOS)	NCIT:C40310	Sebaceous Carcinoma	pgx:icdom-84103	Sebaceous adenocarcinoma	pgx:icdot-C44.9	Skin, NOS	Sebaceous Carcinoma	https://progenetix.org/services/ids/pgxbs-kftvl73z	2
primary ICD-O M	icdom-84133	Eccrine adenocarcinoma					pgx:icdom-84133	Eccrine adenocarcinoma			0
primary ICD-O M	icdom-84200	Ceruminous adenoma	NCIT:C6088	External Auditory Canal Ceruminous Adenoma			pgx:icdom-84200	Ceruminous adenoma			0
primary ICD-O M	icdom-84203	Ceruminous adenocarcinoma	NCIT:C4176	Ceruminous Adenocarcinoma			pgx:icdom-84203	Ceruminous adenocarcinoma			0
primary ICD-O M	icdom-84303	Mucoepidermoid carcinoma	NCIT:C3772	Mucoepidermoid Carcinoma			pgx:icdom-84303	Mucoepidermoid carcinoma			26
pgx code mix	icdom-84303~icdot-C07.9	Mucoepidermoid carcinoma (Parotid gland)	NCIT:C3772	Mucoepidermoid Carcinoma	pgx:icdom-84303	Mucoepidermoid carcinoma	pgx:icdot-C07.9	Parotid gland	Mucoepidermoid Carcinoma [cell line]	https://progenetix.org/services/ids/pgxbs-kftvh3kp	1
pgx code mix	icdom-84303~icdot-C08.9	Mucoepidermoid carcinoma (Major salivary gland, NOS)	NCIT:C5908	Salivary Gland Mucoepidermoid Carcinoma	pgx:icdom-84303	Mucoepidermoid carcinoma	pgx:icdot-C08.9	Major salivary gland, NOS	Mucoepidermoid carcinoma	https://progenetix.org/services/ids/pgxbs-kftvk3ay	20
pgx code mix	icdom-84303~icdot-C34.9	Mucoepidermoid carcinoma (Lung, NOS)	NCIT:C45544	Lung mucoepidermoid carcinoma	pgx:icdom-84303	Mucoepidermoid carcinoma	pgx:icdot-C34.9	Lung, NOS	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvkt0w	5
primary ICD-O M	icdom-84400	Cystadenoma, NOS	NCIT:C2972	Cystadenoma			pgx:icdom-84400	Cystadenoma, NOS			0
primary ICD-O M	icdom-84403	Cystadenocarcinoma, NOS	NCIT:C2971	Cystadenocarcinoma			pgx:icdom-84403	Cystadenocarcinoma, NOS			11
pgx code mix	icdom-84403~icdot-C56.9	Cystadenocarcinoma, NOS (Ovary)	NCIT:C5228	Ovarian Cystadenocarcinoma	pgx:icdom-84403	Cystadenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	Ovarian cystadenocarcinoma [cell line OAW42]	https://progenetix.org/services/ids/pgxbs-kftvjuwh	11
primary ICD-O M	icdom-84410	Serous cystadenoma, NOS	NCIT:C3783	Serous Cystadenoma			pgx:icdom-84410	Serous cystadenoma, NOS			1
pgx code mix	icdom-84410~icdot-C25.9	Serous cystadenoma, NOS (Pancreas, NOS)	NCIT:C5712	Pancreatic Serous Cystadenoma	pgx:icdom-84410	Serous cystadenoma, NOS	pgx:icdot-C25.9	Pancreas, NOS	Serous Cystadenoma of the Pancreas	https://progenetix.org/services/ids/pgxbs-kftvl6zh	1
primary ICD-O M	icdom-84413	Serous cystadenocarcinoma, NOS	NCIT:C3778	Serous Cystadenocarcinoma			pgx:icdom-84413	Serous cystadenocarcinoma, NOS			1638
pgx code mix	icdom-84413~icdot-C48.0	Serous cystadenocarcinoma, NOS (Retroperitoneum)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi0ms	1
pgx code mix	icdom-84413~icdot-C48.1	Serous cystadenocarcinoma, NOS (Specified parts of peritoneum)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C48.1	Specified parts of peritoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhu8i	3
pgx code mix	icdom-84413~icdot-C48.2	Serous cystadenocarcinoma, NOS (Peritoneum, NOS)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C48.2	Peritoneum, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi4bl	2
pgx code mix	icdom-84413~icdot-C54.0	Serous cystadenocarcinoma, NOS (Isthmus uteri)	NCIT:C40099	Fallopian Tube Serous Adenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C54.0	Isthmus uteri	Fallopian tube tumor	https://progenetix.org/services/ids/pgxbs-kftvicia	3
pgx code mix	icdom-84413~icdot-C54.1	Serous cystadenocarcinoma, NOS (Endometrium)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C54.1	Endometrium	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi9rj	128
pgx code mix	icdom-84413~icdot-C54.3	Serous cystadenocarcinoma, NOS (Fundus uteri)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C54.3	Fundus uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhz86	1
pgx code mix	icdom-84413~icdot-C55.9	Serous cystadenocarcinoma, NOS (Uterus, NOS)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C55.9	Uterus, NOS	endometrial carcinoma [papillary serous ca., FIGO stage III, FIGO grade 3]	https://progenetix.org/services/ids/pgxbs-kftvghyk	2
pgx code mix	icdom-84413~icdot-C56.9	Serous cystadenocarcinoma, NOS (Ovary)	NCIT:C105555	High grade ovarian serous adenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	Ovary/Fallopian Tube	https://progenetix.org/services/ids/pgxbs-kftvktj2	33
pgx code mix	icdom-84413~icdot-C56.9	Serous cystadenocarcinoma, NOS (Ovary)	NCIT:C7550	Ovarian Serous Adenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	Serous Ovarian Cancer	https://progenetix.org/services/ids/pgxbs-kftvl3ic	4
pgx code mix	icdom-84413~icdot-C56.9	Serous cystadenocarcinoma, NOS (Ovary)	NCIT:C7978	Ovarian serous cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C56.9	Ovary	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvktbl	1440
pgx code mix	icdom-84413~icdot-C57.0	Serous cystadenocarcinoma, NOS (Fallopian tube)	NCIT:C40099	Fallopian Tube Serous Adenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C57.0	Fallopian tube	Serous Fallopian tube carcinoma	https://progenetix.org/services/ids/pgxbs-kftvihz3	1
pgx code mix	icdom-84413~icdot-C57.9	Serous cystadenocarcinoma, NOS (Female genital tract, NOS)	NCIT:C3778	Serous Cystadenocarcinoma	pgx:icdom-84413	Serous cystadenocarcinoma, NOS	pgx:icdot-C57.9	Female genital tract, NOS	serous carcinoma [fallopian tube]	https://progenetix.org/services/ids/pgxbs-kftva63y	20
primary ICD-O M	icdom-84421	Serous cystadenoma, borderline malignancy	NCIT:C4177	Borderline Serous Cystadenoma			pgx:icdom-84421	Serous cystadenoma, borderline malignancy			167
pgx code mix	icdom-84421~icdot-C56.9	Serous cystadenoma, borderline malignancy (Ovary)	NCIT:C4177	Borderline Serous Cystadenoma	pgx:icdom-84421	Serous cystadenoma, borderline malignancy	pgx:icdot-C56.9	Ovary	Serous papillary cystic tumor of borderline malignancy	https://progenetix.org/services/ids/pgxbs-l08ahxjc	162
pgx code mix	icdom-84421~icdot-C56.9	Serous cystadenoma, borderline malignancy (Ovary)	NCIT:C5226	Borderline Ovarian Serous Tumor	pgx:icdom-84421	Serous cystadenoma, borderline malignancy	pgx:icdot-C56.9	Ovary	Serous Borderline Ovarian Tumor, Micropapillary	https://progenetix.org/services/ids/pgxbs-kftvl8nr	5
