progenetix	NCIT:C102872	Pharyngeal Squamous Cell Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C11.9	Nasopharynx, NOS	C13;Carcinoma
progenetix	NCIT:C3247	Myelodysplastic Syndrome	pgx:icdom-99893	Myelodysplastic syndrome, NOS	pgx:icdot-C42.1	Bone marrow	Myelodysplastic syndrome [bone marrow]
progenetix	NCIT:C3249	Acute Myeloid Leukemia without Maturation	pgx:icdom-98733	Acute myeloid leukemia without maturation	pgx:icdot-C42.1	Bone marrow	Acute myeloblastic leukemia without maturation (FAB type M1)
progenetix	NCIT:C3250	Acute Myeloid Leukemia with Maturation	pgx:icdom-98743	Acute myeloid leukemia with maturation	pgx:icdot-C42.1	Bone marrow	Acute myeloblastic leukemia with maturation (FAB type M2)
progenetix	NCIT:C3269	Schwannoma	pgx:icdom-95600	Neurilemoma, NOS	pgx:icdot-C47.1	Peripheral nerves and autonomic nervous system of upper limb and shoulder	Schwannoma
progenetix	NCIT:C3269	Schwannoma	pgx:icdom-95600	Neurilemoma, NOS	pgx:icdot-C47.9	Autonomic nervous system, NOS	Schwannoma
progenetix	NCIT:C3269	Schwannoma	pgx:icdom-95600	Neurilemoma, NOS	pgx:icdot-C69.0	Conjunctiva	Schwannoma
progenetix	NCIT:C3269	Schwannoma	pgx:icdom-95600	Neurilemoma, NOS	pgx:icdot-C72.0	Spinal cord	Schwannoma [spinal [cellular schwannoma]]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C34.9	Lung, NOS	Neuroblastoma [cell line STA-NB-10/dmin]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C41.9	Bone, NOS	Neuroblastoma [cell line CHP100]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C47.9	Autonomic nervous system, NOS	neuroblastoma [cell line GI-ME-N]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C71.0	Cerebrum	Cerebral neuroblastoma [cerebral region     midline, frontal lobe]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C71.9	Brain, NOS	Neuroblastoma [cell line CLB-Ma]
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C72.9	Nervous system, NOS	Neuroblastoma
progenetix	NCIT:C3270	Neuroblastoma	pgx:icdom-95003	Neuroblastoma, NOS	pgx:icdot-C76.9	adrenal gland	neuroblastoma [cell line NB(TU)1]
progenetix	NCIT:C3272	Neurofibroma	pgx:icdom-95400	Neurofibroma, NOS	pgx:icdot-C44.9	Skin, NOS	Cutaneous neurofibroma
progenetix	NCIT:C3272	Neurofibroma	pgx:icdom-95400	Neurofibroma, NOS	pgx:icdot-C47.9	Autonomic nervous system, NOS	Neurofibroma
progenetix	NCIT:C3272	Neurofibroma	pgx:icdom-95400	Neurofibroma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Neurofibroma
progenetix	NCIT:C3272	Neurofibroma	pgx:icdom-95400	Neurofibroma, NOS	pgx:icdot-C72.9	Nervous system, NOS	Neurofibroma
progenetix	NCIT:C3288	Oligodendroglioma	pgx:icdom-94503	Oligodendroglioma, NOS	pgx:icdot-C71.0	Cerebrum	Primary Tumor
progenetix	NCIT:C3288	Oligodendroglioma	pgx:icdom-94503	Oligodendroglioma, NOS	pgx:icdot-C71.2	Temporal lobe	Primary Tumor
progenetix	NCIT:C3288	Oligodendroglioma	pgx:icdom-94503	Oligodendroglioma, NOS	pgx:icdot-C71.9	Brain, NOS	Oligodendroglioma
progenetix	NCIT:C3294	Osteoblastoma	pgx:icdom-92000	Osteoblastoma, NOS	pgx:icdot-C41.9	Bone, NOS	osteoblastoma
progenetix	NCIT:C3295	Osteochondroma	pgx:icdom-92100	Osteochondroma	pgx:icdot-C41.9	Bone, NOS	osteochondroma [femur]
progenetix	NCIT:C3297	Osteoid Osteoma	pgx:icdom-91910	Osteoid osteoma, NOS	pgx:icdot-C41.9	Bone, NOS	osteoid osteoma
progenetix	NCIT:C3302	Extramammary Paget Disease	pgx:icdom-85423	Paget disease, extramammary	pgx:icdot-C44.9	Skin, NOS	Extramammary Paget Disease
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C47.9	Autonomic nervous system, NOS	paraganglioma
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	Primary Tumor
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C67.0	Trigone of bladder	Paraganglioma [urinary bladder]
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C72.9	Nervous system, NOS	Paraganglioma
progenetix	NCIT:C3308	Paraganglioma	pgx:icdom-86801	Paraganglioma, NOS	pgx:icdot-C74.0	Cortex of adrenal gland	paraganglioma
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C38.0	Heart	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C49.6	Connective, subcutaneous and other soft tissues of trunk NOS	Primary Tumor
progenetix	NCIT:C3309	Extra-Adrenal Paraganglioma	pgx:icdom-86931	Extra-adrenal paraganglioma, NOS	pgx:icdot-C76.1	Thorax, NOS	Primary Tumor
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C47.9	Autonomic nervous system, NOS	pheochromocytoma [extra-adrenal, benign, sporadic]
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C64.9	Kidney, NOS	Pheochromocytoma
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C71.9	Brain, NOS	Pheochromocytoma [brain metastasis]
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C74.0	Cortex of adrenal gland	Pheochromocytoma
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C74.1	Medulla of adrenal gland	Primary Tumor
progenetix	NCIT:C3326	Adrenal Gland Pheochromocytoma	pgx:icdom-87000	Pheochromocytoma, NOS	pgx:icdot-C74.9	Adrenal gland, NOS	Pheochromocytoma [multiple endocrine neoplasia type II]
progenetix	NCIT:C3329	Pituitary Gland Adenoma	pgx:icdom-81400	Adenoma, NOS	pgx:icdot-C75.1	Pituitary gland	pituitary adenoma
progenetix	NCIT:C3329	Pituitary Gland Adenoma	pgx:icdom-82720	Pituitary adenoma, NOS	pgx:icdot-C75.1	Pituitary gland	ptituitary adenoma [Cushing disease, primary]
progenetix	NCIT:C3336	Polycythemia Vera	pgx:icdom-99503	Polycythemia vera	pgx:icdot-C42.1	Bone marrow	Polycythemia vera
progenetix	NCIT:C3336	Polycythemia Vera	pgx:icdom-99503	Polycythemia vera	pgx:icdot-C42.4	Hematopoietic system, NOS	hematopoietic cell;polycythemia vera
progenetix	NCIT:C3342	Prolactin-Producing Pituitary Gland Adenoma	pgx:icdom-82710	Prolactinoma	pgx:icdot-C75.1	Pituitary gland	pituitary adenoma [prolactin cell adenoma, recurrence]
progenetix	NCIT:C3359	Rhabdomyosarcoma	pgx:icdom-89003	Rhabdomyosarcoma, NOS	pgx:icdot-C38.4	Pleura, NOS	Smooth muscle tumour, malignant
progenetix	NCIT:C3359	Rhabdomyosarcoma	pgx:icdom-89003	Rhabdomyosarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Alveolar rhabdomyosarcoma [cell line Rh18c]
progenetix	NCIT:C3366	Sezary Syndrome	pgx:icdom-97013	Sezary syndrome	pgx:icdot-C42.4	Hematopoietic system, NOS	Sezary syndrome
progenetix	NCIT:C3366	Sezary Syndrome	pgx:icdom-97013	Sezary syndrome	pgx:icdot-C44.9	Skin, NOS	Sezary syndrome
progenetix	NCIT:C3400	Synovial Sarcoma	pgx:icdom-90403	Synovial sarcoma, NOS	pgx:icdot-C44.9	Skin, NOS	Synovial Sarcoma
progenetix	NCIT:C3400	Synovial Sarcoma	pgx:icdom-90403	Synovial sarcoma, NOS	pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	Primary Tumor
progenetix	NCIT:C3400	Synovial Sarcoma	pgx:icdom-90403	Synovial sarcoma, NOS	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor
progenetix	NCIT:C3400	Synovial Sarcoma	pgx:icdom-90403	Synovial sarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Synovial sarcoma
progenetix	NCIT:C3403	Teratoma	pgx:icdom-90801	Teratoma, NOS	pgx:icdot-C62.9	Testis, NOS	Teratoma
progenetix	NCIT:C3407	Essential Thrombocythemia	pgx:icdom-99623	Essential thrombocythemia	pgx:icdot-C42.1	Bone marrow	Essential thrombocythemia
progenetix	NCIT:C3411	Thymoma	pgx:icdom-85801	Thymoma, NOS	pgx:icdot-C37.9	Thymus	Thymoma
progenetix	NCIT:C3434	Uterine Corpus Leiomyoma	pgx:icdom-88900	Leiomyoma, NOS	pgx:icdot-C55.9	Uterus, NOS	Leiomyoma [Uterus]
progenetix	NCIT:C34447	Head and neck squamous cell carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C76.0	Head, face or neck, NOS	
progenetix	NCIT:C34447	Head and Neck Squamous Cell Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C80.9	Unknown primary site	Head and Neck Squamous Cell Carcinoma of Unknown Primary
progenetix	NCIT:C34447	Head and neck squamous cell carcinoma	pgx:icdom-80753	Squamous cell carcinoma, adenoid	pgx:icdot-C14.0	Pharynx, NOS	Head and neck squamous cell carcinoma [cell line BHY]
progenetix	NCIT:C34448	Carcinosarcoma	pgx:icdom-89803	Carcinosarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	carcinosarcoma
progenetix	NCIT:C34448	Carcinosarcoma	pgx:icdom-89803	Carcinosarcoma, NOS	pgx:icdot-C56.9	Ovary	Carcinosarcoma
progenetix	NCIT:C3457	B-cell non-Hodgkin lymphoma	pgx:icdom-95913	Malignant lymphoma, non-Hodgkin, NOS	pgx:icdot-C77.9	Lymph node, NOS	B-Cell Neoplasm;C42
progenetix	NCIT:C3460	Grade 3 Follicular Lymphoma	pgx:icdom-96983	Follicular lymphoma, grade 3	pgx:icdot-C77.9	Lymph node, NOS	Follicular lymphoma III
progenetix	NCIT:C3461	Immunoblastic Lymphoma	pgx:icdom-96843	Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS	pgx:icdot-C72.9	Nervous system, NOS	ML, large B-cell, diffuse, immunoblastic, NOS [CNS, AIDS related]
progenetix	NCIT:C3461	Immunoblastic Lymphoma	pgx:icdom-96843	Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS	pgx:icdot-C77.9	Lymph node, NOS	Diffuse large cell lymphoma [immunoblastic, extranodal]
progenetix	NCIT:C3465	Grade 1 Follicular Lymphoma	pgx:icdom-96953	Follicular lymphoma, grade 1	pgx:icdot-C77.9	Lymph node, NOS	Follicular lymphoma I
progenetix	NCIT:C3467	Cutaneous T-Cell Non-Hodgkin Lymphoma	pgx:icdom-97093	Cutaneous T-cell lymphoma, NOS	pgx:icdot-C44.9	Skin, NOS	Cutaneous T Cell Lymphoma;C42
progenetix	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	pgx:icdom-97143	Anaplastic large cell lymphoma, T cell and Null cell type	pgx:icdot-C14.0	Pharynx, NOS	Anaplastic large cell lymphoma, systemic type [ALK neg.]
progenetix	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	pgx:icdom-97143	Anaplastic large cell lymphoma, T cell and Null cell type	pgx:icdot-C41.9	Bone, NOS	Anaplastic large cell lymphoma, systemic type [ALK neg.]
progenetix	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	pgx:icdom-97143	Anaplastic large cell lymphoma, T cell and Null cell type	pgx:icdot-C42.4	Hematopoietic system, NOS	Anaplastic large cell lymphoma, NOS
progenetix	NCIT:C3468	Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma	pgx:icdom-97143	Anaplastic large cell lymphoma, T cell and Null cell type	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Anaplastic large cell lymphoma, systemic type [ALK neg.]
progenetix	NCIT:C3474	Granular Cell Tumor	pgx:icdom-95800	Granular cell tumor, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Granular Cell Tumor
progenetix	NCIT:C3474	Granular Cell Tumor	pgx:icdom-95800	Granular cell tumor, NOS	pgx:icdot-C56.9	Ovary	Granular cell tumor
progenetix	NCIT:C3474	Granular Cell Tumor	pgx:icdom-95820	Granular cell tumor of the sellar region	pgx:icdot-C70.0	Cerebral meninges	Granular cell tumours [in meningioma]
progenetix	NCIT:C3474	Granular Cell Tumor	pgx:icdom-95820	Granular cell tumor of the sellar region	pgx:icdot-C71.9	Brain, NOS	Granular cell tumours [cerebral]
progenetix	NCIT:C3474	Granular Cell Tumor	pgx:icdom-95820	Granular cell tumor of the sellar region	pgx:icdot-C75.1	Pituitary gland	Granular cell tumours [pituitary]
progenetix	NCIT:C3482	Metastatic Carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C18.9	Colon, NOS	Colorectal carcinoma [liver metastasis]
progenetix	NCIT:C3486	Epithelioid cell type gastrointestinal stromal tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C16.9	Stomach, NOS	C64;Leiomyoblastoma
progenetix	NCIT:C3491	Cecum Carcinoma	pgx:icdom-80103	Carcinoma, NOS	pgx:icdot-C18.0	Cecum	colon cancer
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.0	Main bronchus	Primary Tumor
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.1	Upper lobe, lung	Primary Tumor
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.2	Middle lobe, lung	Primary Tumor
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.3	Lower lobe, lung	Primary Tumor
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.8	Overlapping lesion of lung	Primary Tumor
progenetix	NCIT:C3493	Squamous Cell Lung Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C34.9	Lung, NOS	Squamous cell carcinoma
progenetix	NCIT:C3502	Thyroid Gland Follicular Adenoma	pgx:icdom-81400	Adenoma, NOS	pgx:icdot-C73.9	Thyroid gland	Adenoma
progenetix	NCIT:C3502	Thyroid Gland Follicular Adenoma	pgx:icdom-83300	Follicular adenoma	pgx:icdot-C73.9	Thyroid gland	Follicular adenoma of the thyroid
progenetix	NCIT:C3510	Cutaneous Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.4	Skin of scalp and neck	Metastatic
progenetix	NCIT:C3510	Cutaneous Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.5	Skin of trunk	Metastatic
progenetix	NCIT:C3510	Cutaneous Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.6	Skin of upper limb and shoulder	Metastatic
progenetix	NCIT:C3510	Cutaneous Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.7	Skin of lower limb and hip	Metastatic
progenetix	NCIT:C3510	Cutaneous Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.9	Skin, NOS	Melanoma [cell line M000310]
progenetix	NCIT:C3512	Lung Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C34.0	Main bronchus	Primary Tumor
progenetix	NCIT:C3512	Lung Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C34.1	Upper lobe, lung	Primary Tumor
progenetix	NCIT:C3512	Lung Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C34.2	Middle lobe, lung	Primary Tumor
progenetix	NCIT:C3512	Lung Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C34.3	Lower lobe, lung	Primary Tumor
progenetix	NCIT:C3512	Lung Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C34.9	Lung, NOS	Adenocarcinoma [lung, stage III]
progenetix	NCIT:C3513	Esophageal Carcinoma	pgx:icdom-80103	Carcinoma, NOS	pgx:icdot-C15.9	Esophagus, NOS	Barret adenocarcinoma [cell line OE33]
progenetix	NCIT:C3517	Mixed Cellularity Classic Hodgkin Lymphoma	pgx:icdom-96523	Hodgkin lymphoma, mixed cellularity, NOS	pgx:icdot-C77.9	Lymph node, NOS	Classical Hodgkin lymphoma, mixed cellularity
progenetix	NCIT:C3518	Nodular Sclerosis Classic Hodgkin Lymphoma	pgx:icdom-96633	Hodgkin lymphoma, nodular sclerosis, NOS	pgx:icdot-C77.9	Lymph node, NOS	Classical Hodgkin lymphoma, nodular sclerosis
progenetix	NCIT:C3519	Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative	pgx:icdom-98763	Atypical chronic myeloid leukemia, BCR/ABL negative	pgx:icdot-C42.1	Bone marrow	Atypical chronic myeloid leukemia
progenetix	NCIT:C35417	Intrahepatic Cholangiocarcinoma	pgx:icdom-81603	Cholangiocarcinoma	pgx:icdot-C22.1	Intrahepatic bile duct	Cholangiocarcinoma [intrahepatic, moderately differentiated]
progenetix	NCIT:C35700	Salivary Gland Myoepithelial Carcinoma	pgx:icdom-85623	Epithelial-myoepithelial carcinoma	pgx:icdot-C08.9	Major salivary gland, NOS	salivary gland myoepitheliomas
progenetix	NCIT:C35700	Salivary Gland Myoepithelial Carcinoma	pgx:icdom-89823	Malignant myoepithelioma	pgx:icdot-C08.9	Major salivary gland, NOS	Myoepithelial Carcinoma
progenetix	NCIT:C35830	Columnar Cell Variant Thyroid Gland Papillary Carcinoma	pgx:icdom-83443	Papillary carcinoma, columnar cell	pgx:icdot-C73.9	Thyroid gland	Primary Tumor
progenetix	NCIT:C35850	Head and Neck Carcinoma	pgx:icdom-80103	Carcinoma, NOS	pgx:icdot-C76.0	Head, face or neck, NOS	Head and Neck Carcinoma, Other
progenetix	NCIT:C35870	Conventional Osteosarcoma	pgx:icdom-91863	Central osteosarcoma	pgx:icdot-C41.9	Bone, NOS	central osteosarcoma
progenetix	NCIT:C35875	Bronchogenic carcinoma	pgx:icdom-80103	Carcinoma, NOS	pgx:icdot-C34.9	Lung, NOS	Bronchogenic carcinoma [cell line ChaGo-K-1]
progenetix	NCIT:C36077	Hilar cholangiocarcinoma	pgx:icdom-81623	Klatskin tumor	pgx:icdot-C22.1	Intrahepatic bile duct	Hilar cholangiocarcinoma [cell line SNU-1196]
progenetix	NCIT:C36077	Hilar Cholangiocarcinoma	pgx:icdom-81623	Klatskin tumor	pgx:icdot-C24.0	Extrahepatic bile duct	Perihilar Cholangiocarcinoma
progenetix	NCIT:C36080	Diffuse large B-cell lymphoma germinal center B-cell type	pgx:icdom-96803	Malignant lymphoma, large B-cell, diffuse, NOS	pgx:icdot-C42.1	Bone marrow	B-Cell Neoplasm;C42
progenetix	NCIT:C36081	Diffuse large B-cell lymphoma activated B-cell type	pgx:icdom-96803	Malignant lymphoma, large B-cell, diffuse, NOS	pgx:icdot-C42.1	Bone marrow	Diffuse large B-cell lymphoma activated B-cell type [cell line NU-DUL-1]
progenetix	NCIT:C3679	Oxyphilic Adenocarcinoma	pgx:icdom-82900	Oxyphilic adenoma	pgx:icdot-C64.9	Kidney, NOS	Renal oncocytoma
progenetix	NCIT:C3679	Oxyphilic Adenocarcinoma	pgx:icdom-82903	Oxyphilic adenocarcinoma	pgx:icdot-C73.9	Thyroid gland	Oncocytic carcinoma of the thyroid [Follicular carcinoma]
progenetix	NCIT:C3689	Appendix Goblet Cell Adenocarcinoma	pgx:icdom-82433	Goblet cell carcinoid	pgx:icdot-C18.1	Appendix	Goblet Cell Carcinoid of the Appendix
progenetix	NCIT:C3692	Undifferentiated Carcinoma	pgx:icdom-80203	Carcinoma, undifferentiated, NOS	pgx:icdot-C25.0	Head of pancreas	Primary Tumor
progenetix	NCIT:C3692	Undifferentiated Carcinoma	pgx:icdom-80203	Carcinoma, undifferentiated, NOS	pgx:icdot-C54.1	Endometrium	Primary Tumor
progenetix	NCIT:C3692	Undifferentiated Carcinoma	pgx:icdom-80203	Carcinoma, undifferentiated, NOS	pgx:icdot-C56.9	Ovary	Ovarian Carcinoma
progenetix	NCIT:C3697	Myxopapillary Ependymoma	pgx:icdom-93941	Myxopapillary ependymoma	pgx:icdot-C71.7	Brain stem	myxopapillary ependymoma [medullary]
progenetix	NCIT:C3697	Myxopapillary Ependymoma	pgx:icdom-93941	Myxopapillary ependymoma	pgx:icdot-C71.9	Brain, NOS	myxopapillary ependymoma [familial]
progenetix	NCIT:C3697	Myxopapillary Ependymoma	pgx:icdom-93941	Myxopapillary ependymoma	pgx:icdot-C72.0	Spinal cord	Myxopapillary ependymoma [childhood, spinal]
progenetix	NCIT:C3697	Myxopapillary Ependymoma	pgx:icdom-93941	Myxopapillary ependymoma	pgx:icdot-C72.9	Nervous system, NOS	Myxopapillary Ependymoma
progenetix	NCIT:C3700	Epithelioid Leiomyosarcoma	pgx:icdom-88913	Epithelioid leiomyosarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Epitheliod Leiomyosarcoma [grade III, primary]
progenetix	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C54.0	Isthmus uteri	Primary Tumor
progenetix	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C55.9	Uterus, NOS	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C16.9	Stomach, NOS	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C18.6	Descending colon	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C48.1	Specified parts of peritoneum	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	Primary Tumor
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Dedifferentiated liposarcoma
progenetix	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C63.1	Spermatic cord	Primary Tumor
progenetix	NCIT:C3705	Pleomorphic Liposarcoma	pgx:icdom-88543	Pleomorphic liposarcoma	pgx:icdot-C49.0	Connective, subcutaneous and other soft tissues of head, face, and neck	Primary Tumor
progenetix	NCIT:C3705	Pleomorphic Liposarcoma	pgx:icdom-88543	Pleomorphic liposarcoma	pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	Primary Tumor
progenetix	NCIT:C3705	Pleomorphic Liposarcoma	pgx:icdom-88543	Pleomorphic liposarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Liposarcoma, pleomorphic
progenetix	NCIT:C3712	Squamous cell papilloma	pgx:icdom-80523	Papillary squamous cell carcinoma	pgx:icdot-C80.9	Unknown primary site	Squamous cell papilloma [cell line Hs 840.T]
progenetix	NCIT:C3714	Epithelioid Sarcoma	pgx:icdom-88043	Epithelioid sarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Epithelioid Sarcoma
progenetix	NCIT:C3714	Epithelioid Sarcoma	pgx:icdom-88043	Epithelioid sarcoma	pgx:icdot-C77.9	Lymph node, NOS	Epithelioid sarcoma [cell line FU-EPS-1]
progenetix	NCIT:C3716	Primitive Neuroectodermal Tumor	pgx:icdom-94733	Primitive neuroectodermal tumor, NOS	pgx:icdot-C41.9	Bone, NOS	primitive neuroectodermal tumor [Tibia]
